code,units,body,helpers,early,day,night,deep,is_increase,content
161072,159,なし,2,0,0,0,0.5,FALSE,身体介護なし深夜０．５・２人
161073,296,なし,1,0,0,0,1,FALSE,身体介護なし深夜１．０
161074,296,なし,2,0,0,0,1,FALSE,身体介護なし深夜１．０・２人
161075,413,なし,1,0,0,0,1.5,FALSE,身体介護なし深夜１．５
161076,413,なし,2,0,0,0,1.5,FALSE,身体介護なし深夜１．５・２人
161077,518,なし,1,0,0,0,2,FALSE,身体介護なし深夜２．０
161078,518,なし,2,0,0,0,2,FALSE,身体介護なし深夜２．０・２人
161079,621,なし,1,0,0,0,2.5,FALSE,身体介護なし深夜２．５
161080,621,なし,2,0,0,0,2.5,FALSE,身体介護なし深夜２．５・２人
161081,725,なし,1,0,0,0,3,FALSE,身体介護なし深夜３．０
161082,725,なし,2,0,0,0,3,FALSE,身体介護なし深夜３．０・２人
161083,828,なし,1,0,0,0,3.5,FALSE,身体介護なし深夜３．５
161084,828,なし,2,0,0,0,3.5,FALSE,身体介護なし深夜３．５・２人
161085,932,なし,1,0,0,0,4,FALSE,身体介護なし深夜４．０
161086,932,なし,2,0,0,0,4,FALSE,身体介護なし深夜４．０・２人
161087,1035,なし,1,0,0,0,4.5,FALSE,身体介護なし深夜４．５
161088,1035,なし,2,0,0,0,4.5,FALSE,身体介護なし深夜４．５・２人
161089,1139,なし,1,0,0,0,5,FALSE,身体介護なし深夜５．０
161090,1139,なし,2,0,0,0,5,FALSE,身体介護なし深夜５．０・２人
161091,1242,なし,1,0,0,0,5.5,FALSE,身体介護なし深夜５．５
161092,1242,なし,2,0,0,0,5.5,FALSE,身体介護なし深夜５．５・２人
161093,1346,なし,1,0,0,0,6,FALSE,身体介護なし深夜６．０
161094,1346,なし,2,0,0,0,6,FALSE,身体介護なし深夜６．０・２人
161095,1449,なし,1,0,0,0,6.5,FALSE,身体介護なし深夜６．5
161096,1449,なし,2,0,0,0,6.5,FALSE,身体介護なし深夜６．5・2人
161097,273,なし,1,0.5,0,0,0.5,FALSE,身体なし深夜０．５・早朝０．５
161098,273,なし,2,0.5,0,0,0.5,FALSE,身体なし深夜０．５・早朝０．５・２人
161099,370,なし,1,1,0,0,0.5,FALSE,身体なし深夜０．５・早朝１．０
161100,370,なし,2,1,0,0,0.5,FALSE,身体なし深夜０．５・早朝１．０・２人
161101,394,なし,1,0.5,0,0,1,FALSE,身体なし深夜１．０・早朝０．５
161102,394,なし,2,0.5,0,0,1,FALSE,身体なし深夜１．０・早朝０．５・２人
161103,224,なし,1,0.5,0.5,0,0,FALSE,身体なし早朝０．５・日中０．５
161104,224,なし,2,0.5,0.5,0,0,FALSE,身体なし早朝０．５・日中０．５・２人
161105,302,なし,1,0.5,1,0,0,FALSE,身体なし早朝０．５・日中１．０
161106,302,なし,2,0.5,1,0,0,FALSE,身体なし早朝０．５・日中１．０・２人
161107,324,なし,1,1,0.5,0,0,FALSE,身体なし早朝１．０・日中０．５
161108,324,なし,2,1,0.5,0,0,FALSE,身体なし早朝１．０・日中０．５・２人
161109,220,なし,1,0,0.5,0.5,0,FALSE,身体なし日中０．５・夜間０．５
161110,220,なし,2,0,0.5,0.5,0,FALSE,身体なし日中０．５・夜間０．５・２人
161111,317,なし,1,0,0.5,1,0,FALSE,身体なし日中０．５・夜間１．０
161112,317,なし,2,0,0.5,1,0,FALSE,身体なし日中０．５・夜間１．０・２人
161113,295,なし,1,0,1,0.5,0,FALSE,身体なし日中１．０・夜間０．５
161114,295,なし,2,0,1,0.5,0,FALSE,身体なし日中１．０・夜間０．５・２人
161115,270,なし,1,0,0,0.5,0.5,FALSE,身体なし夜間０．５・深夜０．５
161116,270,なし,2,0,0,0.5,0.5,FALSE,身体なし夜間０．５・深夜０．５・２人
161117,387,なし,1,0,0,0.5,1,FALSE,身体なし夜間０．５・深夜１．０
161118,387,なし,2,0,0,0.5,1,FALSE,身体なし夜間０．５・深夜１．０・２人
161119,363,なし,1,0,0,1,0.5,FALSE,身体なし夜間１．０・深夜０．５
161120,363,なし,2,0,0,1,0.5,FALSE,身体なし夜間１．０・深夜０．５・２人
161121,69,なし,1,0,0.5,0,0,TRUE,身体なし日中増０．５
161122,69,なし,2,0,0.5,0,0,TRUE,身体なし日中増０．５・２人
161123,138,なし,1,0,1,0,0,TRUE,身体なし日中増１．０
161124,138,なし,2,0,1,0,0,TRUE,身体なし日中増１．０・２人
161125,207,なし,1,0,1.5,0,0,TRUE,身体なし日中増１．５
161126,207,なし,2,0,1.5,0,0,TRUE,身体なし日中増１．５・２人
161127,276,なし,1,0,2,0,0,TRUE,身体なし日中増２．０
161128,276,なし,2,0,2,0,0,TRUE,身体なし日中増２．０・２人
161129,345,なし,1,0,2.5,0,0,TRUE,身体なし日中増２．５
161130,345,なし,2,0,2.5,0,0,TRUE,身体なし日中増２．５・２人
161131,414,なし,1,0,3,0,0,TRUE,身体なし日中増３．０
161132,414,なし,2,0,3,0,0,TRUE,身体なし日中増３．０・２人
161133,483,なし,1,0,3.5,0,0,TRUE,身体なし日中増３．５
161134,483,なし,2,0,3.5,0,0,TRUE,身体なし日中増３．５・２人
161135,552,なし,1,0,4,0,0,TRUE,身体なし日中増４．０
161136,552,なし,2,0,4,0,0,TRUE,身体なし日中増４．０・２人
161137,621,なし,1,0,4.5,0,0,TRUE,身体なし日中増４．５
161138,621,なし,2,0,4.5,0,0,TRUE,身体なし日中増４．５・２人
161139,690,なし,1,0,5,0,0,TRUE,身体なし日中増５．０
161140,690,なし,2,0,5,0,0,TRUE,身体なし日中増５．０・２人
161141,759,なし,1,0,5.5,0,0,TRUE,身体なし日中増５．５
161142,759,なし,2,0,5.5,0,0,TRUE,身体なし日中増５．５・２人
161143,828,なし,1,0,6,0,0,TRUE,身体なし日中増６．０
161144,828,なし,2,0,6,0,0,TRUE,身体なし日中増６．０・２人
161145,897,なし,1,0,6.5,0,0,TRUE,身体なし日中増６．５
161146,897,なし,2,0,6.5,0,0,TRUE,身体なし日中増６．５・２人
161147,966,なし,1,0,7,0,0,TRUE,身体なし日中増７．０
161148,966,なし,2,0,7,0,0,TRUE,身体なし日中増７．０・２人
161149,1035,なし,1,0,7.5,0,0,TRUE,身体なし日中増７．５
161150,1035,なし,2,0,7.5,0,0,TRUE,身体なし日中増７．５・２人
161151,1104,なし,1,0,8,0,0,TRUE,身体なし日中増８．０
161152,1104,なし,2,0,8,0,0,TRUE,身体なし日中増８．０・２人
161153,1173,なし,1,0,8.5,0,0,TRUE,身体なし日中増８．５
161154,1173,なし,2,0,8.5,0,0,TRUE,身体なし日中増８．５・２人
161155,1242,なし,1,0,9,0,0,TRUE,身体なし日中増９．０
161156,1242,なし,2,0,9,0,0,TRUE,身体なし日中増９．０・２人
161157,1311,なし,1,0,9.5,0,0,TRUE,身体なし日中増９．５
161158,1311,なし,2,0,9.5,0,0,TRUE,身体なし日中増９．５・２人
161159,1380,なし,1,0,10,0,0,TRUE,身体なし日中増１０．０
161160,1380,なし,2,0,10,0,0,TRUE,身体なし日中増１０．０・２人
161161,1449,なし,1,0,10.5,0,0,TRUE,身体なし日中増１０．５
161162,1449,なし,2,0,10.5,0,0,TRUE,身体なし日中増１０．５・２人
161163,86,なし,1,0.5,0,0,0,TRUE,身体なし早朝増０．５
161164,86,なし,2,0.5,0,0,0,TRUE,身体なし早朝増０．５・２人
161165,173,なし,1,1,0,0,0,TRUE,身体なし早朝増１．０
161166,173,なし,2,1,0,0,0,TRUE,身体なし早朝増１．０・２人
161167,259,なし,1,1.5,0,0,0,TRUE,身体なし早朝増１．５
161168,259,なし,2,1.5,0,0,0,TRUE,身体なし早朝増１．５・２人
161169,345,なし,1,2,0,0,0,TRUE,身体なし早朝増２．０
161170,345,なし,2,2,0,0,0,TRUE,身体なし早朝増２．０・２人
161171,431,なし,1,2.5,0,0,0,TRUE,身体なし早朝増２．５
161172,431,なし,2,2.5,0,0,0,TRUE,身体なし早朝増２．５・２人
161173,86,なし,1,0,0,0.5,0,TRUE,身体なし夜間増０．５
161174,86,なし,2,0,0,0.5,0,TRUE,身体なし夜間増０．５・２人
161175,173,なし,1,0,0,1,0,TRUE,身体なし夜間増１．０
161176,173,なし,2,0,0,1,0,TRUE,身体なし夜間増１．０・２人
161177,259,なし,1,0,0,1.5,0,TRUE,身体なし夜間増１．５
161178,259,なし,2,0,0,1.5,0,TRUE,身体なし夜間増１．５・２人
161179,345,なし,1,0,0,2,0,TRUE,身体なし夜間増２．０
161180,345,なし,2,0,0,2,0,TRUE,身体なし夜間増２．０・２人
161181,431,なし,1,0,0,2.5,0,TRUE,身体なし夜間増２．５
161182,431,なし,2,0,0,2.5,0,TRUE,身体なし夜間増２．５・２人
161183,518,なし,1,0,0,3,0,TRUE,身体なし夜間増３．０
161184,518,なし,2,0,0,3,0,TRUE,身体なし夜間増３．０・２人
161185,604,なし,1,0,0,3.5,0,TRUE,身体なし夜間増３．５
161186,604,なし,2,0,0,3.5,0,TRUE,身体なし夜間増３．５・２人
161187,690,なし,1,0,0,4,0,TRUE,身体なし夜間増４．０
161188,690,なし,2,0,0,4,0,TRUE,身体なし夜間増４．０・２人
161189,776,なし,1,0,0,4.5,0,TRUE,身体なし夜間増４．５
161190,776,なし,2,0,0,4.5,0,TRUE,身体なし夜間増４．５・２人
161191,104,なし,1,0,0,0,0.5,TRUE,身体なし深夜増０．５
161192,104,なし,2,0,0,0,0.5,TRUE,身体なし深夜増０．５・２人
161193,207,なし,1,0,0,0,1,TRUE,身体なし深夜増１．０
161194,207,なし,2,0,0,0,1,TRUE,身体なし深夜増１．０・２人
161195,311,なし,1,0,0,0,1.5,TRUE,身体なし深夜増１．５
161196,311,なし,2,0,0,0,1.5,TRUE,身体なし深夜増１．５・２人
161197,414,なし,1,0,0,0,2,TRUE,身体なし深夜増２．０
161198,414,なし,2,0,0,0,2,TRUE,身体なし深夜増２．０・２人
161199,518,なし,1,0,0,0,2.5,TRUE,身体なし深夜増２．5
161200,518,なし,2,0,0,0,2.5,TRUE,身体なし深夜増２．5・2人
161201,621,なし,1,0,0,0,3,TRUE,身体なし深夜増3．0
161202,621,なし,2,0,0,0,3,TRUE,身体なし深夜増3．0・2人
161203,725,なし,1,0,0,0,3.5,TRUE,身体なし深夜増3．5
161204,725,なし,2,0,0,0,3.5,TRUE,身体なし深夜増3．5・2人
161205,828,なし,1,0,0,0,4,TRUE,身体なし深夜増4．0
161206,828,なし,2,0,0,0,4,TRUE,身体なし深夜増4．０・2人
161207,932,なし,1,0,0,0,4.5,TRUE,身体なし深夜増4．5
161208,932,なし,2,0,0,0,4.5,TRUE,身体なし深夜増4．5・2人
161209,1035,なし,1,0,0,0,5,TRUE,身体なし深夜増5．0
161210,1035,なし,2,0,0,0,5,TRUE,身体なし深夜増5．０・2人
161211,1139,なし,1,0,0,0,5.5,TRUE,身体なし深夜増5．5
161212,1139,なし,2,0,0,0,5.5,TRUE,身体なし深夜増5．5・2人
161213,1242,なし,1,0,0,0,6,TRUE,身体なし深夜増6．0
161214,1242,なし,2,0,0,0,6,TRUE,身体なし深夜増6．０・2人
161215,1346,なし,1,0,0,0,6.5,TRUE,身体なし深夜増6．5
161216,1346,なし,2,0,0,0,6.5,TRUE,身体なし深夜増6．5・2人
